row_id,x,y,accuracy,time,place_id
12984,2.9108,2.7594,16,242835,3312896795
12985,4.9125,4.3425,62,549832,7413949558
12986,2.0789,4.6708,126,287067,3347682169
12987,7.9996,7.3369,9,226900,4448656810
12988,0.5057,4.0618,9,31341,8201236138
12989,7.9259,6.3339,67,121762,3061995897
12990,9.8569,5.6900,12,8744,3347579201
12991,0.5868,1.3268,19,768141,2108139759
12992,6.6762,1.5328,72,315714,9874669024
12993,9.1919,7.3281,119,421069,1782905093
12994,7.7497,1.5155,18,271787,5767337720
12995,4.1166,9.9501,61,723970,5982100288
12996,2.4819,1.0124,4,383923,1663763627
12997,8.4089,4.4856,64,194934,4779245725
12998,1.2671,1.9950,20,162506,8505834548
12999,4.4799,4.2502,8,155849,1165561142
13000,5.6800,3.4410,66,341016,8538443075
13001,8.4797,1.4925,61,546219,8890911716
13002,4.2137,1.5105,14,152892,9408598935
13003,6.3989,1.0988,5,762417,5108853851
13004,7.9435,6.3193,157,8896,1100789389
13005,6.3619,5.2639,64,750285,5758402063
13006,4.1443,3.2795,48,491215,9820931576
13007,8.9400,5.6863,3,58721,4960223196
13008,0.5461,8.4234,62,597415,9556865129
13009,9.4628,4.9632,10,415066,2730292678
13010,5.5252,9.6012,72,371636,9848069899
13011,4.0577,3.4671,13,110761,4658972803
13012,8.5840,5.0345,71,287753,4995382696
13013,4.7456,3.1201,73,305988,2513865910
13014,4.5689,9.5124,9,501805,5222411954
13015,5.9565,2.6604,15,67471,5436562770
13016,9.9166,6.6735,69,162370,6711194134
13017,5.5142,3.8697,2,312826,3671855062
13018,2.4143,3.9413,17,230104,3752014816
13019,3.3216,9.7094,63,309239,8488547345
13020,6.9613,3.4771,16,694505,7098084136
13021,9.5249,3.2699,61,48793,5978091121
13022,6.1722,9.2724,77,531656,4091794756
13023,0.3395,1.8069,27,699296,2738406242
13024,1.4715,8.1678,64,328010,9748597703
13025,1.5791,0.0507,58,717918,1775217761
13026,8.0007,5.5216,166,527136,6545199879
13027,3.9436,8.7152,76,340216,6261274997
13028,8.3244,1.4292,53,159735,1819501691
13029,8.6765,6.5873,60,78635,2199585458
13030,2.7808,0.5845,4,202390,8322159206
13031,1.6634,5.4082,7,328001,7832858196
13032,1.0520,9.2758,11,78133,8310796650
13033,4.5808,4.3717,28,776572,7669252576
13034,4.3570,6.9758,96,199594,4232750442
13035,7.6770,1.7479,69,412682,1212824011
13036,3.5857,6.7321,67,506991,6784957795
13037,1.2044,6.2524,73,748419,7407803356
13038,4.0850,0.2760,151,605504,3857310149
13039,1.4874,8.7529,183,136768,8494217106
13040,0.3494,8.0977,65,507930,7835933862
13041,2.7973,9.4121,103,186340,7501470727
13042,8.6419,5.2457,33,719046,5796269103
13043,4.0898,2.9898,79,689734,4521095393
13044,5.1736,8.7163,16,550472,7972875493
13045,6.9859,7.5202,62,364063,3192570052
13046,5.8667,6.9399,64,75926,6411686315
13047,9.4423,8.4813,70,316281,4431427541
13048,7.6926,5.1652,92,551393,1073915367
13049,5.8957,8.8154,66,698565,6170209951
13050,7.8166,3.8680,55,141942,8388978273
13051,2.4675,8.6072,63,647581,9910307782
13052,1.9812,1.7090,32,480544,6040896723
13053,5.6907,5.3069,25,453981,3543348797
13054,7.5174,7.0590,33,598482,6522089816
13055,8.6692,9.9877,21,714024,2574089476
13056,8.1699,3.7761,62,560565,6086727487
13057,3.1891,5.9108,56,765694,5585890284
13058,5.2657,5.7984,67,566435,4026936232
13059,1.9723,1.5687,70,69914,7964632937
13060,1.9117,9.1710,70,221567,8605091602
13061,7.2385,0.6920,486,349975,1905982944
13062,1.2487,6.4340,59,670224,5509392353
13063,4.9899,0.0508,28,699958,4476676124
13064,0.0561,9.6431,133,108950,8819698478
13065,9.4685,0.0283,17,384800,9738632479
13066,8.2524,2.6369,171,275268,8296848516
13067,0.2843,7.1925,59,224597,6960407049
13068,3.5047,9.7653,74,669580,3505622307
13069,6.7834,8.1139,46,322481,8188329807
13070,6.9486,6.7723,204,641261,8261864112
13071,9.7640,9.0849,65,53189,1407874526
13072,2.3276,7.8181,61,708444,3878659538
13073,5.7011,9.8388,167,442733,6844773506
13074,0.1911,4.7544,65,660120,9862944865
13075,5.5162,6.6612,966,557626,9032772116
13076,2.2782,6.1843,157,664362,1436469376
13077,7.1826,5.8158,223,442542,4496212967
13078,0.3931,1.7526,3,140823,7409782904
13079,5.1709,9.7783,34,659516,2302859878
13080,5.3017,3.8962,64,66295,6001562979
13081,3.9917,8.8391,10,125043,9232973898
13082,5.4309,9.0368,24,514685,6894464349
13083,6.6556,1.0016,60,457374,6995271820
13084,8.2307,2.2072,64,91278,1848649464
13085,0.2852,7.4770,165,312812,7991025381
13086,1.0152,7.6014,65,665560,5282604561
13087,6.4150,2.6042,36,538963,3594228960
13088,5.5968,5.6978,65,223227,2251588426
13089,1.4292,4.0035,61,316744,2045707203
13090,1.4239,9.3022,160,392036,9620615485
13091,7.6798,8.3219,70,708405,9498414684
13092,6.9799,6.3254,59,768904,2387861839
13093,6.7608,4.8302,9,77724,8164087980
13094,4.8998,2.0147,11,497628,4293453434
13095,0.7408,0.8184,58,469808,2411005523
13096,3.7943,2.0535,73,479758,3320041060
13097,0.7183,3.3050,13,147198,1829036912
13098,0.5818,7.6360,19,341864,6138891225
13099,0.0252,8.7838,72,615553,2342747395
13100,7.3174,5.3200,63,517772,3285727333
13101,0.3880,2.2628,70,511057,7671325376
13102,9.8426,9.9302,71,326879,3452339806
13103,5.7897,4.2536,160,631363,4574456682
13104,1.7182,4.8519,309,9677,7645042053
13105,7.9463,6.8861,24,667445,8304068737
13106,6.1400,4.6623,62,614728,5998817791
13107,3.0094,0.1356,33,693322,8304719796
13108,8.5568,5.2217,78,573733,9092489660
13109,5.9261,4.3689,25,590999,1913485385
13110,2.3263,7.8845,334,510187,3563731108
13111,3.6046,8.3851,73,580781,2521852903
13112,3.1198,4.5322,81,34956,3142379722
13113,3.0502,3.0228,63,577208,2234140396
13114,6.2306,7.9401,198,124040,5683218104
13115,8.4074,4.5285,165,483971,8465707756
13116,7.1783,1.9613,149,573817,6950782617
13117,1.0980,1.0692,157,404423,8393706174
13118,7.7739,6.3830,70,747556,6926123273
13119,3.5603,0.2264,89,175187,1772016550
13120,1.8513,2.8534,23,410864,5530989468
13121,3.7097,7.3275,49,557830,6581613834
13122,9.0185,3.2029,72,605224,7556178443
13123,3.8716,8.3726,52,560812,6481199321
13124,5.9295,6.1215,11,246172,4903890208
13125,2.1067,2.9687,69,718328,8672448474
13126,0.0787,7.4034,19,716472,3003679175
13127,3.3652,3.5124,45,585432,3923370223
13128,3.6508,0.9029,102,643924,7725097974
13129,1.0766,3.8145,69,428197,7807029031
13130,9.0409,6.0263,741,505196,1342477686
13131,6.3448,4.4131,166,462773,2999254493
13132,2.9770,0.7272,15,97037,6361630871
13133,6.6783,0.0811,63,693233,8346920607
13134,9.0064,2.1036,65,183261,9958963994
13135,5.3451,6.1510,9,143662,3669710569
13136,3.4153,7.7464,44,433139,9846660628
13137,7.9084,4.9523,4,691292,2723020941
13138,1.4629,0.2885,75,468822,3682630324
13139,1.1928,7.0732,4,611407,4937506224
13140,8.3463,3.5041,157,374755,3303172300
13141,3.0695,4.5948,5,700948,7052711419
13142,5.0080,4.2670,173,750295,4183924395
13143,1.9765,9.0451,70,195257,4037298704
13144,6.2579,2.3535,83,364597,5018783413
13145,1.3901,3.8600,62,6312,3818124911
13146,2.2895,8.9883,192,488250,2614816434
13147,1.8447,9.6370,194,673877,4385405420
13148,9.1804,2.3921,25,513725,4147895777
13149,0.3127,0.8333,17,388148,5758936842
13150,1.4401,9.1727,55,171456,4691089168
13151,2.6014,1.7432,141,372226,2425474746
13152,2.0670,9.8847,94,481291,4639597068
13153,5.6171,0.1708,60,294034,7253350198
13154,4.2845,7.3373,71,54346,5494822668
13155,6.1867,2.8258,70,163304,2066695381
13156,7.2930,5.6518,67,773697,9160824993
13157,7.9071,9.9436,71,465775,5238319487
13158,2.6134,0.7813,76,61928,4199863399
13159,6.5900,6.9737,62,472820,9359956624
13160,0.1074,5.6934,9,232065,5779314747
13161,9.4736,8.6755,48,598528,8565758159
13162,5.2510,7.0531,84,77560,8459418803
13163,4.2744,8.7208,168,34979,8205877022
13164,0.0874,0.2506,684,434105,7382144836
13165,1.4766,1.2522,7,380904,7120197203
13166,8.5834,2.0966,3,280810,5397154096
13167,5.1283,5.9920,61,524170,4440138459
13168,7.9733,2.7706,11,346203,9073769536
13169,1.8952,6.7499,63,526432,5268647613
13170,1.9653,2.9597,7,124355,7203406901
13171,9.3589,9.3837,62,109425,9516727759
13172,3.1081,7.7989,62,597286,9271883617
13173,7.5466,7.3594,49,493156,4093213710
13174,4.2140,8.3142,71,100155,1340790860
13175,8.4524,9.6936,51,441902,6657461892
13176,1.3639,7.5851,61,652953,7693843559
13177,0.3068,3.0919,70,210662,6747368274
13178,3.4146,8.8116,182,762944,8207362706
13179,3.8358,6.2911,175,180892,3809717766
13180,8.5301,7.9992,31,391993,6779498211
13181,0.6334,1.2833,84,272500,7184384225
13182,1.0123,5.4442,66,514214,8267034122
13183,2.2483,0.3631,270,412973,1879159044
13184,8.8158,9.0669,31,39276,4392296866
13185,7.6007,8.7831,81,205691,7028771896
13186,1.5765,0.8736,6,701177,8850629895
13187,4.7659,5.7050,70,434211,4681270323
13188,9.0555,0.7000,3,40498,1642346792
13189,1.0858,4.4353,7,200845,3878256381
13190,0.6743,1.8357,300,691384,2029098014
13191,3.6117,1.5253,31,515869,1779222335
13192,6.5513,4.0007,60,655295,8588015095
13193,0.3610,9.1460,22,132794,1953082043
13194,9.0744,9.7083,68,398117,6272983219
13195,3.4073,9.3925,11,379446,8308426965
13196,8.7317,1.4378,65,532005,5098817972
13197,2.3828,7.2805,67,313809,6808899143
13198,2.0352,5.8765,10,727879,6150104622
13199,8.0929,6.1003,20,333815,9319568206
13200,8.9970,9.0003,70,690161,4651678514
13201,3.3539,1.0566,32,128367,2953090005
13202,0.1896,9.6679,30,728726,5864423720
13203,2.3140,0.9539,15,417704,7097078946
13204,1.6250,1.1217,55,88899,5788436120
13205,9.9028,6.5442,63,166989,7345390538
13206,7.9427,0.3756,39,553485,9026154987
13207,3.0828,9.6091,59,155435,6900067965
13208,7.5186,6.1531,171,463247,8072636086
13209,4.1841,0.0394,13,648832,9846036161
13210,3.7435,3.8435,146,183554,8228788119
13211,9.4498,7.7006,75,601183,4359239586
13212,4.5823,3.1108,5,403681,8469238134
13213,6.1707,7.5182,58,200770,9273121308
13214,5.7318,3.4556,17,167463,1145742859
13215,4.7707,3.3787,68,451734,7323545475
13216,4.8565,9.2633,64,403194,9344576640
13217,7.1413,0.4651,82,776835,4384657473
13218,5.8855,3.9503,20,491901,5126316206
13219,0.1550,3.8382,64,87358,8118847528
13220,1.7008,2.4006,622,695604,5962777456
13221,1.4067,3.7424,66,353616,9591856142
13222,4.7185,7.7607,28,692206,8279277783
13223,9.8271,8.3057,10,748552,7296799703
13224,9.2961,5.5309,767,681091,9212006162
13225,4.8271,5.9607,170,110658,6906972563
13226,6.2547,1.3067,65,66488,4311922818
13227,2.7492,1.4476,74,405165,6065918179
13228,4.1904,8.8450,62,236468,3171748731
13229,4.9858,6.0848,70,75628,3014962069
13230,4.2483,1.7262,2,426309,5700639796
13231,8.8473,5.2303,10,159298,4010742204
13232,6.1510,1.2037,66,324740,5051775724
13233,6.3300,1.6253,70,663907,8648988942
13234,4.7824,9.9456,65,3257,7095080738
13235,0.7081,3.4038,21,154841,7275569490
13236,9.9323,9.1561,61,127032,2606375580
13237,1.0427,8.7219,78,8286,2713968761
13238,1.7084,5.1219,15,84580,2808575146
13239,5.0095,3.9657,115,624471,1651965840
13240,7.8985,8.1394,20,347717,9101688615
13241,2.5855,6.9632,51,583252,3065640912
13242,9.2734,4.4316,6,26520,6330582620
13243,3.8110,1.1496,151,616977,5715671617
13244,3.5711,2.1499,58,724351,4973988612
13245,4.3934,0.9799,69,764323,4354107071
13246,5.9264,1.3229,69,34099,1922247419
13247,3.9388,3.4403,31,616084,3549068312
13248,3.1177,8.9724,16,357475,9582788345
13249,7.8381,3.4946,16,387588,7926605410
13250,3.2044,6.2321,121,530412,8658014125
13251,5.9034,9.4470,17,64182,1314131530
13252,7.6172,0.5074,3,313133,5865325977
13253,8.0089,2.2994,68,169242,7383691288
13254,1.4113,4.2870,12,331021,6311768999
13255,1.0283,1.1573,55,89347,9063028753
13256,8.4838,3.9392,41,747894,5268770674
13257,9.3807,7.3079,59,568489,1798065599
13258,6.8474,9.7751,72,90949,4798698303
13259,6.6271,0.1458,170,546134,4379658154
13260,3.1916,7.3482,56,171425,5394632061
13261,8.3409,4.0672,178,75318,4200943067
13262,1.7757,5.1758,11,149737,9523151930
13263,3.0209,2.0265,90,505641,2528350201
13264,5.9628,5.1429,30,105916,8722229150
13265,0.2497,5.1985,50,772031,1129564526
13266,1.3477,9.6631,65,728573,6179244297
13267,8.3674,0.2109,174,207327,3288604931
13268,9.1437,3.9458,20,386782,6084874904
13269,2.3409,7.9500,148,97615,5276423624
13270,6.2888,6.5918,70,696309,9877840740
13271,7.8010,5.1560,12,110250,1505869276
13272,1.2623,6.8706,10,775861,2781522467
13273,0.4511,7.4207,59,337138,2208524076
13274,6.7154,3.1354,47,490683,2562241803
13275,0.1251,8.1678,61,545558,7204232970
13276,8.5979,4.3028,63,594110,4474416683
13277,4.0197,4.2302,62,674448,2605277672
13278,9.8621,2.2338,6,614331,8158706820
13279,0.6781,0.3157,89,735061,3825102690
13280,0.8879,0.9032,42,372646,2668032691
13281,3.2437,2.4704,21,172955,3381789966
13282,1.1310,8.8430,166,488480,5507828310
13283,1.4459,5.0130,65,187105,5228928538
13284,4.9871,3.5716,68,713679,5197373771
13285,7.4030,4.9965,10,209832,5992347033
13286,0.0732,7.5760,689,719204,8814848498
13287,2.7226,1.4429,65,516053,6065918179
13288,4.5642,6.0384,723,474391,4662188341
13289,1.8605,4.2101,75,195716,6411167656
13290,1.2360,1.6957,20,632924,6472715293
13291,8.2143,9.7443,9,662794,1423318020
13292,4.7664,1.8481,10,280595,9653115206
13293,3.7081,0.8799,54,199366,9758767860
13294,5.6805,1.5002,74,632665,2157968251
13295,1.2269,9.6258,71,104946,2079717573
13296,7.1441,0.4959,8,395410,1902333908
13297,3.0755,6.0250,6,683212,1822001002
13298,0.1173,0.0024,57,690476,1478305117
13299,8.1655,8.7042,8,290166,8363377390
13300,6.8085,1.9569,72,568915,1569118354
13301,6.2288,5.7242,66,627921,7789293272
13302,6.0473,4.3539,7,198708,3050404362
13303,2.8675,4.4750,14,357360,4954424583
13304,6.3364,6.7235,290,85612,4056550766
13305,2.1438,8.9192,53,397115,9458591808
13306,4.2911,6.8679,9,90177,9218474157
13307,0.4825,5.4677,62,465987,6304620781
13308,9.3018,8.9902,69,226467,6342462084
13309,8.5075,5.6256,66,375212,3943005499
13310,9.1323,4.7791,98,194803,8034245855
13311,2.4839,8.2490,21,91350,1402090066
13312,0.8673,1.7043,14,570941,4470277533
13313,8.0268,2.6598,67,606612,2205852206
13314,0.5931,6.4016,464,351381,5332837783
13315,4.3499,7.7909,83,611271,2515944454
13316,0.7805,8.8937,31,98014,6468916409
13317,6.0541,7.0877,35,498043,7907740598
13318,5.2625,6.8819,26,179376,8176199849
13319,7.6824,9.5737,79,715544,6220387109
13320,1.8829,0.3934,57,596993,6654024668
13321,8.9065,3.0834,75,241345,1397944010
13322,6.9160,6.8140,14,181637,6359093924
13323,9.0874,3.9285,59,668043,6854279087
13324,2.8812,2.0447,67,774197,4659169748
13325,3.8658,5.8556,16,491275,9549564612
13326,0.3190,8.7060,28,666544,1395377489
13327,9.4590,9.5144,73,272787,8826328129
13328,5.7828,1.8962,17,337363,7848339867
13329,8.6671,9.3370,160,547919,3317650923
13330,8.5005,0.5697,20,391971,6528893632
13331,7.0627,2.4089,125,593714,4276185092
13332,2.9921,5.4822,157,592542,3044819882
13333,0.6564,1.9115,58,731586,6642455543
13334,9.3686,4.1758,78,771569,8171330656
13335,2.9344,1.0253,171,723441,2003919262
13336,1.8517,3.0008,49,560480,5815926372
13337,4.5824,2.6177,14,447766,2519054524
13338,6.1470,1.7753,5,390557,4961534339
13339,7.8521,0.0568,156,596287,8314067643
13340,7.4709,1.0952,883,643015,1924207153
13341,5.0059,2.6621,58,727817,4856256279
13342,1.7120,4.1721,59,90575,9736166767
13343,0.4160,2.2388,108,670173,6194212209
13344,9.0849,5.1524,79,721782,4977618615
13345,9.7325,5.5907,80,349747,4042735680
13346,5.2628,8.9020,40,404622,7890615549
13347,1.6427,6.0093,61,677923,4233987598
13348,6.5074,1.7303,162,475077,7231365845
13349,4.5338,0.5728,78,180957,9507448189
13350,6.9379,7.0384,84,119838,1416306205
13351,5.5551,4.9053,41,488911,3798833139
13352,5.2204,7.4099,3,349712,8416811057
13353,9.5786,4.1789,70,539938,9277108143
13354,7.8362,4.6375,27,719411,2722929425
13355,9.0848,4.1614,2,71544,1085359992
13356,2.9589,3.2947,163,99222,7889685782
13357,9.4784,1.4382,63,552863,1390055769
13358,3.3214,4.6759,137,173154,1520724201
13359,9.3094,4.0511,63,463113,2980503903
13360,6.8976,7.3013,173,139944,5353906846
13361,9.0792,7.5630,64,202999,3432993154
13362,9.5215,0.8238,65,326811,8085070675
13363,0.3247,5.1700,96,94118,9177560870
13364,8.2779,7.1736,166,610549,4791365340
13365,1.1158,1.0415,71,165950,3243409743
13366,8.2286,8.5902,10,325580,7944470855
13367,6.0061,4.3393,761,477515,9872632289
13368,7.7093,3.7392,24,720905,5949191369
13369,9.5806,8.3414,64,631700,7538886210
13370,7.0752,5.4508,1,346428,1134964600
13371,0.3765,2.6410,10,119760,3752747439
13372,6.2905,1.3327,55,416595,4844813467
13373,5.3319,3.3690,7,37678,9163330144
13374,8.6120,8.8074,17,22825,5229256436
13375,9.7195,9.6597,62,692988,5560289008
13376,1.8071,7.4018,163,308022,4915906785
13377,0.7149,7.4782,56,471989,6896671570
13378,0.7695,6.4719,58,291921,7609861316
13379,8.7660,2.6292,23,12154,1988503560
13380,3.2696,6.3982,66,548860,3602169844
13381,4.4488,2.7727,9,195892,1268841970
13382,5.0952,5.6342,103,727559,1022464600
13383,0.9763,6.8081,12,319992,4176133062
13384,6.1344,3.8492,167,633969,9650853074
13385,2.4583,9.9241,62,760364,3078668607
13386,5.9765,1.0432,62,693267,8724090703
13387,9.5638,5.7864,54,468920,2494844109
13388,5.0601,9.8178,57,471078,9154577061
13389,1.2486,4.8491,11,147550,1613464642
13390,8.6698,9.9127,55,184191,4809602002
13391,7.0896,0.4232,10,32587,7323160484
13392,8.4116,1.3365,271,223407,2140518285
13393,9.1940,6.0598,51,521081,9403393158
13394,1.4509,2.2645,3,452643,7323944422
13395,5.1200,6.2846,30,760939,9845907970
13396,2.8286,7.8614,10,143676,1288115782
13397,5.3783,8.6109,62,656689,1415292875
13398,5.3392,2.0450,67,478766,4693361545
13399,3.2369,7.1849,164,651905,3036311466
13400,0.0100,0.6572,10,283681,4339147522
13401,7.0320,1.9488,24,672009,3967075766
13402,6.9789,3.7944,173,779120,5756152413
13403,5.3623,8.2442,74,626683,3906202438
13404,2.7999,4.7316,73,223400,2709922675
13405,8.8208,5.1422,62,710809,9418879488
13406,9.1115,1.5553,61,176091,7778424757
13407,9.1296,7.3303,63,44782,9123280210
13408,0.9533,9.3584,20,71680,4598684757
13409,2.1992,9.6280,148,624024,3554375618
13410,4.7172,3.8181,11,280929,9364836902
13411,4.1444,8.1887,9,302618,1461750490
13412,1.4968,1.3039,68,723116,3554141485
13413,7.2147,7.2708,160,735539,1465244675
13414,5.9151,3.2115,13,142680,5484830407
13415,3.2148,7.8490,4,404311,2395743010
13416,7.0503,7.6769,72,238669,1192602825
13417,5.6057,4.9038,28,338901,7075248542
13418,3.9243,8.8518,95,179924,1698913020
13419,0.2495,2.7196,880,324324,5652109925
13420,6.6209,3.3699,64,740804,1830042273
13421,5.7089,5.8459,68,526486,4954238672
13422,9.3238,7.0523,10,27568,4899928174
13423,6.2581,5.7750,79,143951,1953377805
13424,8.7582,4.9218,45,169058,4361654595
13425,0.6973,3.0418,64,738802,6896195546
13426,1.1163,1.3394,3,328156,6171384989
13427,8.6623,3.5139,65,170328,3055446713
13428,1.0307,5.1071,64,4037,1717032310
13429,4.7915,8.2980,18,210406,2296636443
13430,5.7082,9.1659,7,668569,4047401526
13431,9.7626,6.5957,78,688761,8256317879
13432,6.1004,3.4299,47,379717,7031095591
13433,1.6223,6.0148,159,472016,4233987598
13434,2.8720,6.3688,80,319345,8110753058
13435,8.2665,5.8970,163,667257,3735770916
13436,7.6191,4.9866,163,62865,9994646421
13437,8.5066,3.5165,12,59225,6952064201
13438,3.9615,3.0466,769,231767,4603547997
13439,8.4414,6.3371,65,94962,8577433035
13440,1.2380,5.3968,71,492499,2770930917
13441,0.9905,1.1912,54,409920,6093897542
13442,4.8481,2.5182,538,467151,8703961081
13443,7.0448,1.4967,63,759756,2482698146
13444,2.9988,8.8607,86,544554,7105953622
13445,1.7523,5.0706,63,648849,3388895354
13446,8.9554,7.0503,169,759123,2448889223
13447,7.2345,5.7425,57,328532,2786344242
13448,3.2669,5.7164,67,337185,5398120863
13449,3.1811,4.0609,23,345697,6839369474
13450,1.3577,3.6743,17,197489,8844629884
13451,3.4655,4.9220,72,469165,1977845744
13452,9.8789,2.9307,61,543556,8618156660
13453,6.7219,3.1331,68,404377,2562241803
13454,9.8694,6.6433,45,665204,7375335645
13455,3.6206,9.7628,33,684530,6051554924
13456,2.4199,8.7440,70,546146,1012311007
13457,6.0828,0.8094,79,546782,6967584719
13458,8.1833,4.4958,59,83525,2276525446
13459,0.7903,9.0968,52,634583,8523065625
13460,2.7639,2.8387,68,716312,7298621441
13461,8.3625,9.3150,603,123126,9306671392
13462,2.0513,0.7710,32,717643,9613363761
13463,0.4162,2.6356,70,392095,6004814019
13464,9.3535,6.9608,83,613886,8474330381
13465,6.7040,9.2057,77,475270,2743142255
13466,5.1404,1.2489,12,364071,6872945509
13467,0.3100,1.4939,103,186703,9266309194
13468,0.0141,2.2473,66,514720,2271286068
13469,6.9004,6.6427,77,627928,2200677637
13470,2.2538,5.7670,283,167353,1079635425
13471,5.7994,6.5417,46,412078,1789269510
13472,1.9644,1.1940,65,7471,9639871287
13473,4.9469,1.9625,207,475307,9315510052
13474,6.0702,4.8116,165,540085,5369128278
13475,9.4603,6.7653,5,54087,3206253473
13476,0.9133,8.3822,27,97587,1258632234
13477,7.9268,2.7406,36,743076,4046827339
13478,5.3809,8.9274,1,146129,5436995250
13479,0.7738,1.9817,75,273209,6987686236
13480,5.2391,7.8002,62,655152,9760812389
13481,8.3871,1.9294,68,773444,1502167034
13482,1.0390,8.5535,13,104746,6484761377
13483,5.9102,5.4643,7,351491,1469550511
13484,0.0678,9.5449,20,652154,7572602885
13485,6.6229,7.1861,57,719243,4653418043
13486,8.6249,2.9681,65,627114,6760881524
13487,0.9994,8.3260,176,466277,2496385414
13488,3.2332,7.5656,479,498317,3505344083
13489,0.6633,6.7007,61,315512,8307751285
13490,1.2998,5.7096,153,665242,5138059196
13491,1.5508,0.2956,64,345582,5272504564
13492,0.7229,6.0053,60,290668,7325432306
13493,9.0876,0.6692,162,666943,6261264408
13494,5.9632,8.7524,6,555185,6763427240
13495,8.3964,2.9029,29,754181,4244842112
13496,9.9691,6.3456,4,286385,1678133881
13497,1.0953,1.2017,61,105135,5128638215
13498,5.6110,7.3196,28,452724,2355858283
13499,6.0578,0.6714,4,475018,8579069210
13500,7.6418,3.6092,50,366884,4283813226
13501,8.1946,8.3887,67,162688,6440763692
13502,9.4466,7.4247,894,731092,1532031138
13503,4.8031,9.7910,70,565269,5045101625
13504,9.7269,8.8178,11,89704,9297038289
13505,7.3196,1.0407,65,498546,8304729142
13506,8.1292,0.6704,18,757402,8744372445
13507,9.1160,9.3564,66,534520,2291078746
13508,6.0756,6.3938,64,375075,9128373742
13509,5.4079,4.5656,705,647708,6436721675
13510,1.5374,0.6616,61,136231,7574789656
13511,0.6966,9.0474,3,242899,4749989292
13512,3.0500,5.4980,400,279655,4615899787
13513,2.4940,3.6691,55,744941,9732615564
13514,0.3832,9.1975,69,688737,7732020882
13515,1.3260,4.6058,35,335481,9464269806
13516,9.4000,5.7781,52,766989,1227760750
13517,7.6246,2.3873,73,325526,7596609853
13518,5.7244,2.3908,66,662296,4732713484
13519,3.7144,0.7405,168,731101,4378866789
13520,1.7896,6.5098,13,129453,4732071679
13521,9.6491,1.5884,65,712968,3151645192
13522,6.6682,1.5729,53,593356,5567189582
13523,1.6929,7.6140,176,747116,3085445493
13524,1.7897,7.5030,16,528520,4202704358
13525,2.6340,5.1554,9,91454,1849739925
13526,4.8191,0.3253,948,330484,4492223382
13527,4.7828,8.1711,53,333212,6408149486
13528,3.4189,9.0403,61,435966,9842014715
13529,7.4747,0.9100,179,187615,2546685584
13530,5.9812,8.9285,72,721048,6335811361
13531,2.6098,0.6377,82,175996,5683215235
13532,4.7031,1.1811,18,32485,3221988038
13533,3.5714,2.3084,60,273463,4144764848
13534,4.5180,3.3552,71,148715,3795588651
13535,1.9176,2.8728,16,255945,4159879408
13536,4.7596,9.9997,62,74511,5273889970
13537,2.1539,6.4029,41,484363,9015619656
13538,1.0129,9.6512,12,62238,3223071424
13539,2.0533,5.1806,10,304198,4687449095
13540,3.8874,4.0341,173,390045,3576666256
13541,5.5819,0.2513,69,278257,1549393574
13542,6.8777,1.9777,65,273019,2068725556
13543,3.7078,7.3339,170,249471,7189140080
13544,8.0748,0.3188,70,268685,7943203791
13545,9.0459,5.2058,27,726693,3400773317
13546,7.1167,8.8311,70,329436,6346561567
13547,2.6037,0.4671,168,713,5910231053
13548,3.1139,9.1253,150,201596,2627764760
13549,5.8245,9.4286,24,560594,7024200896
13550,4.6271,0.6882,75,466354,2969609026
13551,5.7787,1.2590,7,441926,1160691028
13552,2.7023,8.9576,6,467336,6971710229
13553,6.2048,8.8626,65,581460,3516062359
13554,3.8926,8.3975,162,785984,6481199321
13555,1.7530,9.8580,54,728605,9232278321
13556,8.2748,7.3335,55,207130,6788423196
13557,0.7411,5.5050,1,115426,1897569870
13558,3.0044,7.2160,15,657325,9074443604
13559,4.0025,6.8102,33,643487,3643896282
13560,5.2739,0.7555,18,79088,7652689150
13561,2.4779,0.7547,59,157138,3287851438
13562,2.0885,2.9064,87,600873,5906527789
13563,4.6358,5.4928,838,371144,1876957681
13564,4.6824,8.3806,61,778244,3684153683
13565,3.1788,9.0942,172,623789,9148035867
13566,5.9607,8.5325,12,308743,7991660445
13567,9.1002,9.7935,53,583821,6997349370
13568,0.3060,4.7468,306,112960,1799640262
13569,4.2694,3.8234,4,122615,2550336016
13570,7.9019,6.9862,9,479434,2988057414
13571,6.7661,5.0221,10,691251,8030783286
13572,9.8876,6.7539,64,373330,2000231646
13573,8.6421,1.7571,61,566255,8634018208
13574,2.2011,3.5163,65,323273,9560087095
13575,1.4618,5.3330,57,417716,9569865146
13576,4.5219,6.0319,6,174723,4662188341
13577,6.0341,7.8989,49,211625,3460617996
13578,9.3656,4.1914,57,279472,5475886185
13579,7.7070,9.6134,70,587689,5826677523
13580,0.9492,0.7717,178,411527,8249069139
13581,2.7384,9.4417,58,702003,8211011015
13582,2.6803,0.6984,19,725282,5467132366
13583,7.6764,1.9677,63,53713,8347921336
13584,1.0333,8.7921,57,645566,9335988605
13585,0.3050,5.7653,59,775511,4720495878
13586,4.3707,5.5981,170,513022,5730176617
13587,6.6514,8.3151,45,374605,6538784431
13588,7.9475,0.8291,123,126769,7326486463
13589,9.0227,0.8926,167,726280,7999583349
13590,1.2815,9.3929,18,492810,3553284496
